Partial,Newly Added,Deleted
_ifnet_lr2iflri,,
_in6_init_prefix_ltimes,,
_mac_vnode_label_associate_devfs,,
_ipc_mqueue_set_qlimit,,
_nd6_na_input,,
_reap_child_locked,,
_ttywait,,
_recvmsg_nocancel,,
_mac_devfs_label_update,,
_mac_sysvmsg_label_associate,,
__Xthread_wire,,
_phys_attribute_clear,,
_change_fdguard_np,,
_sodefunct,,
_mac_exc_associate_action_label,,
_panic_init,,
__Xio_registry_entry_get_properties,,
_bridge_ioctl_gifsstp32,,
_disable_wrap,,
_filt_wlpost_attach,,
_mac_cred_label_update,,
_task_info,,
_thread_set_workq_qos,,
__Xmach_vm_allocate_external,,
_nfs4_vnop_getnamedstream,,
_pwrite_nocancel,,
_pid_resume,,
"IOMemoryDescriptor::withAddressRanges(IOVirtualRange *,unsigned int,unsigned int,task *)",,
"IOHistogramReporter::with(IOService *,unsigned short,unsigned long long,char const*,unsigned long long,int,IOHistogramSegmentConfig *)",,
IOPMrootDomain::sleepWakeDebugDumpFromFile(void),,
_mac_pty_notify_grant,,
_mac_pty_notify_close,,
_task_terminate_internal,,
__Xmach_vm_machine_attribute,,
__Xprocessor_exit,,
_nfs_vnop_rename,,
_net_init_add,,
_mptcp_create_subflows,,
_key_msg2sp,,
_acct,,
_ubc_info_deallocate,,
IOService::unlockForArbitration(void),,
_convert_port_entry_to_map,,
_vm_tag_alloc,,
_mach_memory_entry_allocate,,
_mount_iterdrop,,
_ip6_input,,
_populate_corpse_crashinfo,,
_proc_refwake,,
_ubc_map,,
IOWorkLoop::signalWorkAvailable(void),,
_mac_devfs_label_associate_device,,
_mac_posixsem_label_associate,,
_mac_posixshm_label_associate,,
_dtrace_postinit,,
_fhopen,,
_nfssvc_nfsd,,
_nfs_vfs_unmount,,
_intf_event_enqueue_nwk_wq_entry,,
_rt_setif,,
_knote_unsuppress,,
IOService::waitQuiet(unsigned long long),,
_mac_sysvsem_label_associate,,
_mac_sysvshm_label_associate,,
_mac_sysvmsq_label_associate,,
_mac_pipe_label_associate,,
_mac_file_label_associate,,
_retrieve_task_self_fast,,
_retrieve_thread_self_fast,,
_thread_quantum_expire,,
_zalloc_async,,
__Xio_registry_entry_get_properties_bin,,
_create_fsevent_from_kevent,,
_ipc_kmsg_trace_send,,
_lck_grp_free,,
_cpu_thread_alloc,,
_utun_ctl_disconnect,,
_necp_get_result_description,,
_arp_lookup_ip,,
_unix_syscall64,,
OSSymbol::withCStringNoCopy(char const*),,
IORegistryIterator::exitEntry(void),,
_mac_devfs_label_associate_directory,,
__Xmach_memory_info,,
_ipsec6_interface_output,,
_nd6_ns_output,,
"IOBufferMemoryDescriptor::inTaskWithOptions(task *,unsigned int,unsigned long,unsigned long)",,
"IOBufferMemoryDescriptor::inTaskWithPhysicalMask(task *,unsigned int,unsigned long long,unsigned long long)",,
"IOStateReporter::with(IOService *,unsigned short,int,unsigned long long)",,
__Xtask_info_from_user,,
_nfs_socket_create,,
_audit_syscall_enter,,
_fileport_alloc,,
_pset_init,,
_sfi_window_cancel,,
__Xprocessor_start,,
_vm_swap_put,,
_kperf_kernel_configure,,
_udp6_input,,
"IODMAEventSource::dmaEventSource(OSObject *,IOService *,void (*)(OSObject *,IODMAEventSource*,IODMACommand *,int,unsigned long long,unsigned long long),void (*)(OSObject *,IODMAEventSource*,IODMACommand *,int,unsigned long long,unsigned long long),unsigned int)",,
"IOFilterInterruptEventSource::filterInterruptEventSource(OSObject *,void (*)(OSObject *,IOInterruptEventSource *,int),bool (*)(OSObject *,IOFilterInterruptEventSource*),IOService *,int)",,
_mac_cred_label_associate_fork,,
_mac_cred_label_associate,,
_mac_devfs_label_copy,,
_mac_pipe_label_copy,,
_lck_mtx_clear_promoted,,
__Xio_registry_entry_get_property,,
_ioctl,,
_mbuf_worker_thread,,
IODTPlatformExpert::processTopLevel(IORegistryEntry *),,
___mac_set_fd,,
_pset_find,,
_nfs_mount_state_in_use_end,,
_kqueue_select,,
"OSDictionary::withObjects(OSObject const**,OSSymbol const**,unsigned int,unsigned int)",,
"OSDictionary::withObjects(OSObject const**,OSString const**,unsigned int,unsigned int)",,
"IOInterruptEventSource::interruptEventSource(OSObject *,void (*)(OSObject *,IOInterruptEventSource*,int),IOService *,int)",,
"IOMemoryCursor::withSpecification(void (*)(IOMemoryCursor::PhysicalSegment,void *,unsigned int),unsigned long long,unsigned long long,unsigned long long)",,
"IOMultiMemoryDescriptor::withDescriptors(IOMemoryDescriptor **,unsigned int,unsigned int,bool)",,
"IORangeAllocator::withRange(unsigned long long,unsigned long long,unsigned int,unsigned int)",,
"IOSubMemoryDescriptor::withSubRange(IOMemoryDescriptor *,unsigned long long,unsigned long long,unsigned int)",,
"IOMachPort::setHoldDestroy(OSObject *,unsigned int)",,
IOReportLegend::with(OSArray *),,
IOSyncer::reinit(void),,
_get_sched_statistics,,
__X_task_wire,,
_fpu_dup_fxstate,,
_fsetxattr,,
_utun_detached,,
_fq_alloc,,
_mac_devfs_label_init,,
_mac_mount_label_init,,
_mac_sysvsem_label_init,,
_mac_sysvshm_label_init,,
_mac_sysvmsg_label_init,,
_mac_sysvmsq_label_init,,
_mac_posixsem_label_init,,
_mac_posixshm_label_init,,
_mac_file_label_init,,
_ipc_importance_task_drop_file_lock_assertion,,
_user_data_get_value,,
_btlog_remove_entries_for_element,,
_unmount,,
"OSKext::withPrelinkedInfoDict(OSDictionary *,bool)",,
"OSKext::withBooterData(OSString *,OSData *)",,
"OSKext::withMkext2Info(OSDictionary *,OSData *)",,
"IOInterleavedMemoryDescriptor::withCapacity(unsigned long long,unsigned int)",,
_ipc_right_terminate,,
_host_create_mach_voucher,,
_thread_terminate_daemon,,
_bridge_ioctl_gifsstp64,,
_mptcp_symptoms_ctl_send,,
_ipcomp6_input,,
IOMachPort::dictForType(unsigned int),,
__Xprocessor_assign,,
_nfs_open_owner_clear_busy,,
_grab_pgo_data,,
_kxld_array_init,,
"IOService::registerInterest(OSSymbol const*,int (*)(void *,void *,unsigned int,IOService*,void *,unsigned long),void *,void *)",,
"IOPMrootDomain::synchronizeAggressives(queue_entry *,AggressivesRecord const*,int)",,
_KUNCUserNotificationCancel,,
_ipc_entry_alloc,,
_convert_task_suspension_token_to_port,,
_nfs_open_file_set_busy,,
_nfs_lock_owner_set_busy,,
_fbt_destroy,,
_tcp_cache_init,,
_proc_childdrainend,,
_null_reclaim,,
_sched_dualq_thread_update_scan,,
_pmap_nest,,
_link_rtrequest,,
_kqworkloop_unbind_thread,,
IOService::terminatePhase1(unsigned int),,
_task_set_main_thread_qos,,
_ucode_interface,,
_setattrlist,,
_add_fsevent,,
_inet_cksum,,
_clock_get_calendar_microtime,,
_clock_get_calendar_nanotime,,
__Xtask_resume2,,
_pmap_startup,,
_iokit_notify,,
_gc_enable,,
_mkdir_extended,,
_remove_watcher,,
"OSKext::readMkext2Archive(OSData *,OSDictionary **,unsigned int *)",,
IOUserIterator::withIterator(OSIterator *),,
"IOStatistics::detachWorkLoopEventSource(IOWorkLoopCounter *,IOEventSourceCounter *)",,
_sdt_init,,
_utun_framer,,
_in6_lltable_dump_entry,,
_knote_wakeup,,
_so_set_effective_uuid,,
__shared_region_map_and_slide,,
IOService::registerService(unsigned int),,
_mac_cred_label_alloc,,
_mac_posixsem_vnode_label_associate,,
_mac_posixshm_vnode_label_associate,,
_mac_pipe_label_alloc,,
_mac_exc_create_label,,
_tcp_input_checksum,,
_log_dmesg,,
IOMemoryMap::taskDied(void),,
"IOMachPort::noMoreSendersForObject(OSObject *,unsigned int,unsigned int *)",,
_thread_invoke,,
_sfi_reevaluate,,
_work_interval_port_notify,,
_vfs_sysctl_node,,
_common_fchdir,,
_in6_nigroup,,
_DTExitEntry,,
_convert_port_to_task_name,,
_ifnet_attach_protocol,,
_esp6_input_extended,,
_realitexpire,,
_create_panic_header,,
_mach_voucher_attr_control_create_mach_voucher,,
_swapfile_pager_deallocate_internal,,
_nfsrv_mknod,,
_nfsiod_thread,,
_in6_event_enqueue_nwk_wq_entry,,
IODTPlatformExpert::createNub(IORegistryEntry *),,
_convert_port_name_to_voucher,,
_dqsync_orphans,,
_ipsec_ctl_disconnect,,
_in_lltable_alloc,,
OSArray::copyCollection(OSDictionary *),,
OSSymbolPool::removeSymbol(OSSymbol *),,
"IOTimerEventSource::timerEventSource(OSObject *,void (*)(OSObject *,IOTimerEventSource*))",,
_mac_vnode_check_rename,,
_host_create_mach_voucher_trap,,
_bpf_wakeup,,
IOCatalogue::initialize(void),,
IOSyncer::wait(bool),,
_sched_SMT_balance,,
_task_duplicate_map_and_threads,,
_waitq_unlink_locked,,
__Xmach_vm_purgable_control,,
_copyinmap,,
__audit_cv_signal,,
__audit_cv_broadcast,,
_procfdtbl_clearfd,,
IOService::removePowerChild(IOPowerConnection *),,
__Xprocessor_set_info,,
_nfs_vinvalbuf2,,
_in6_ifdetach,,
_dtrace_user_probe,,
_ipc_object_release,,
_task_vtimer_set,,
_thread_policy_update_internal_spinlocked,,
_mapping_replenish,,
_fpu_set_fxstate,,
_nfs_node_clear_busy2,,
_mp_getsockaddr,,
_mp_getpeeraddr,,
OSArray::withCapacity(unsigned int),,
"OSArray::withArray(OSArray const*,unsigned int)",,
OSCollectionIterator::withCollection(OSCollection const*),,
OSData::withCapacity(unsigned int),,
"OSData::withBytes(void const*,unsigned int)",,
"OSData::withBytesNoCopy(void *,unsigned int)",,
OSData::withData(OSData const*),,
OSDictionary::withCapacity(unsigned int),,
"OSDictionary::withDictionary(OSDictionary const*,unsigned int)",,
"OSNumber::withNumber(unsigned long long,unsigned int)",,
"OSNumber::withNumber(char const*,unsigned int)",,
OSSerialize::withCapacity(unsigned int),,
OSSet::withCapacity(unsigned int),,
"OSSet::withArray(OSArray const*,unsigned int)",,
"OSSet::withSet(OSSet const*,unsigned int)",,
OSString::withString(OSString const*),,
OSString::withCString(char const*),,
OSString::withCStringNoCopy(char const*),,
"IOConditionLock::withCondition(int,bool)",,
"IOPMPowerStateQueue::PMPowerStateQueue(OSObject *,void (*)(OSObject *,...))",,
"IOCommandGate::commandGate(OSObject *,int (*)(OSObject *,void *,void *,void *,void *))",,
IOCommandPool::withWorkLoop(IOWorkLoop *),,
IODMACommand::withRefCon(void *),,
"IOMemoryDescriptor::withAddressRange(unsigned long long,unsigned long long,unsigned int,task *)",,
IOPlatformExpert::createNub(OSDictionary *),,
IODataQueue::withCapacity(unsigned int),,
"IODataQueue::withEntries(unsigned int,unsigned int)",,
IOSharedDataQueue::withCapacity(unsigned int),,
"IOSharedDataQueue::withEntries(unsigned int,unsigned int)",,
IOSyncer::create(bool),,
_ipc_port_lookup_notify,,
__Xhost_processor_set_priv,,
_vm_fault_page,,
_pmap_expand_pml4,,
_fchflags,,
__audit_slck_lock,,
_workloop_fulfill_threadreq,,
_nfs4_vnop_rmdir,,
_in_finalize_cksum,,
_thread_apc_ast,,
_mach_port_request_notification,,
_clear_wait,,
_do_waitq_select_n_locked,,
_gc_pause,,
_ml_timer_evaluate,,
_vfs_mountroot,,
_ledger,,
"OSString::withStringOfLength(char const*,unsigned long)",,
_zalloc_internal,,
__Xkmod_destroy,,
_pmap_page_protect_options,,
_cpu_exit_wait,,
_key_newbuf,,
_proc_log_32bit_telemetry,,
__Xmach_port_destroy,,
_RecordPanicStackshot,,
_nfs_request_timer,,
_so_release_accept_list,,
_rtredirect,,
IOService::scheduleTerminatePhase2(unsigned int),,
IOStatistics::unregisterEventSource(IOEventSourceCounter *),,
"IOPMrootDomain::sleepWakeDebugSaveFile(char const*,char *,int)",,
_timer_call_enqueue_deadline_unlocked,,
__Xhost_set_atm_diagnostic_flag,,
_ifnet_attach_protocol_v2,,
_net_str_id_find_internal,,
"IODMACommand::withSpecification(bool (*)(IODMACommand*,IODMACommand::Segment64,void *,unsigned int),IODMACommand::SegmentOptions const*,unsigned int,IOMapper *,void *)",,
_ipc_importance_command,,
_thread_ipc_override,,
_timer_call_enter_internal,,
__Xthread_info,,
_iokit_destroy_object_port,,
_bridge_broadcast,,
__Xprocessor_info,,
_nfs_async_write_done,,
_dtrace_ptss_allocate_page,,
_fseventsioctl,,
"IOMemoryDescriptor::withAddress(void *,unsigned long long,unsigned int)",,
_gss_krb5_cfx_get_mic_mbuf,,
_ipc_right_reverse,,
__Xhost_get_special_port,,
__Xtask_threads,,
__Xregion_recurse_64,,
_devfs_make_link,,
"IODMACommand::withSpecification(bool (*)(IODMACommand*,IODMACommand::Segment64,void *,unsigned int),unsigned char,unsigned long long,IODMACommand::MappingOptions,unsigned long long,unsigned int,IOMapper *,void *)",,
_host_processor_info,,
_processor_init,,
_nfs_request_async,,
_gif_input,,
_ifnet_llreach_up2calexp,,
_waitq_clear_promotion_locked,,
_vn_open_auth,,
_kill,,
"IOMemoryDescriptor::withOptions(void *,unsigned int,unsigned int,task *,unsigned int,IOMapper *)",,
_is_io_object_get_superclass,,
_prelist_update,,
_guarded_pwrite_np,,
_eventhandler_init,,
"OSKext::copyLoadedKextInfoByUUID(OSArray *,OSArray *)",,
_convert_port_to_clock,,
_cs_init,,
_lf_wakelock,,
IOResources::resources(void),,
"IOSharedInterruptController::enableInterrupt(IOService *,int)",,
_thread_set_options,,
__Xtask_get_dyld_image_infos,,
_fremovexattr,,
_udp6_output,,
IODMACommand::cloneCommand(void *),,
_io_free,,
_sfi_get_class_offtime,,
_semaphore_signal_internal,,
_thread_update_io_stats,,
_mptcp_validate_csum,,
IOService::start_spindump_timer(char const*),,
_sfi_get_window,,
_rt_getmetrics,,
_filt_usertouch,,
IOPlatformExpertDevice::setProperties(OSObject *),,
_proc_set_thread_policy,,
_nfs_connect_search_check,,
_tcp6_connect,,
IOKitDiagnosticsClient::withTask(task *),,
_ipc_object_alloc_name,,
_nd6_prefix_onlink_common,,
_socketinit,,
IOSyncer::privateSignal(void),,
_ipc_mqueue_release_peek_ref,,
_thread_create_internal,,
_thread_reenable_sched_call,,
__Xtask_suspend2,,
_pmap_pre_expand,,
_spec_write,,
_nfs_node_clear_busy,,
_buf_drop,,
_icmp6_error_flag,,
IORegistryEntry::copyPropertyKeys(void)const,,
_task_energy,,
_waitq_wakeup64_identify_locked,,
_getattrlist_internal,,
_IOConfigThread::configThread(void),,
_ipc_importance_task_mark_receiver,,
_ipc_importance_task_mark_denap_receiver,,
_lck_rw_clear_promotion,,
_thread_clear_eager_preempt,,
__Xio_registry_entry_get_child_iterator,,
__Xio_registry_entry_get_parent_iterator,,
_nfs_refresh_fh,,
IOReporter::unlockReporter(void),,
__aio_exit,,
_ipc_port_release_sonce,,
_filt_machporttouch,,
_thread_set_apc_ast,,
_vm_swap_reclaim,,
__serial_putc,,
_pal_serial_putc_nocr,,
_filt_wlwait,,
_itimerdecr,,
_serial_putc,,
_mp_safe_spin_lock,,
_vfs_attr_pack_internal,,
_mac_proc_notify_exit,,
_mac_sysvshm_label_recycle,,
_thread_yield_to_preemption,,
_nfs_buf_delwri_thread,,
_vfs_fsadd,,
_ipsec_proto_input,,
_ipc_port_alloc,,
_port_name_to_semaphore,,
_zinit,,
___KERNEL_IS_WAITING_ON_EXTERNAL_CREDENTIAL_RESOLVER__,,
__encode_data,,
IODMAEventSource::completeDMACommand(IODMACommand *),,
_di_root_ramfile_buf,,
_clock_get_boottime_nanotime,,
_clock_get_boottime_microtime,,
_task_power_info_locked,,
_fill_procregioninfo_onlymappedvnodes,,
IOStatistics::unregisterWorkLoop(IOWorkLoopCounter *),,
_necp_session_open,,
_killpg1,,
OSSymbol::withCString(char const*),,
_convert_port_to_task_inspect,,
_convert_port_to_task_suspension_token,,
_convert_port_to_thread_inspect,,
_ptyioctl,,
OSSet::copyCollection(OSDictionary *),,
_logioctl,,
"IOPMrootDomain::sleepWakeDebugCopyFile(vnode *,vfs_context *,char *,unsigned long long,unsigned long long,char const*,unsigned long long,unsigned int)",,
_vm_map_remap_extract,,
_issignal_locked,,
_IOHibernateSystemSleep,,
_sched_traditional_processor_queue_remove,,
_thread_policy_update_tasklocked,,
__Xio_iterator_reset,,
_fsgetpath,,
_devfs_unmount,,
_fg_insertuipc,,
OSKext::loadExecutable(void),,
_hibernate_machine_init,,
_mach_ports_lookup,,
__Xmach_vm_page_query,,
_nfs_open_file_clear_busy,,
_nfs_lock_owner_clear_busy,,
_nfsrv_slpfree,,
_krb5_3des_key_derivation,,
_ifioctl_throttle,,
_ipsec4_output,,
_filt_kqdetach,,
_kfree_addr,,
"IOMemoryDescriptor::withPhysicalAddress(unsigned long long,unsigned long long,unsigned int)",,
IOKitDiagnostics::diagnostics(void),,
_thread_clear_exec_promotion,,
_mptcp_subflow_soconnectx,,
_in6_lltable_delete_entry,,
_proc_exit,,
"RootDomainUserClient::secureSleepSystemOptions(void const*,unsigned long long,unsigned int *)",,
_ipc_kmsg_free,,
_audit_session_porttoaia,,
_convert_port_to_clock_ctrl,,
_convert_port_to_host_priv,,
_convert_port_to_processor,,
_convert_port_to_pset,,
_convert_port_to_pset_name,,
_convert_port_to_host_security,,
_fileport_port_to_fileglob,,
_convert_port_entry_to_object,,
_clock_get_calendar_uptime,,
_upl_commit_range,,
_mptcp_check_subflows_and_add,,
_oslog_streamselect,,
IOService::PMinit(void),,
_mach_port_set_mscount,,
_bridge_rthash_delayed_resize,,
IOSharedDataQueue::free(void),,
_thread_abort_safely,,
_thread_user_promotion_promote,,
_nfs_send,,
_ifnet_lr2lri,,
_kxld_array_deinit,,
_mac_file_label_destroy,,
_ipc_kmsg_copyout_to_kernel,,
__Xregion_64,,
_IOServiceJob::pingConfig(_IOServiceJob*),,
IOPMinformee::withObject(IOService *),,
_ledger_template_create,,
_inp_update_cellular_policy,,
_tcp_connect,,
_esp_schedule,,
IOService::attach(IOService*),,
IOStatistics::unregisterUserClient(IOUserClientCounter *),,
_waitq_wakeup64_thread,,
_vm_fault_internal,,
_ftruncate,,
_mac_cred_label_free,,
_mac_exc_free_label,,
_kalloc_canblock,,
_apple_protect_pager_data_request,,
_mapping_free_prime,,
_dummynet_event_callback,,
_ipsec_setspidx,,
_fstat1,,
_oslog_streamioctl,,
_bp_getfile,,
__decmp_get_func,,
_IOFindBSDRoot,,
_port_name_to_clock,,
_sched_multiq_thread_update_scan,,
_nfs_gss_clnt_ctx_init_retry,,
_tcp_update_stats_per_flow,,
_fileport_makeport,,
_port_name_to_host,,
_proc_thread_qos_add_override_internal,,
_nfs_buf_write_rpc_finish,,
_kevent_proc_copy_uptrs,,
_nullfs_init,,
"IOReporter::addChannel(unsigned long long,char const*)",,
_mac_pipe_label_update,,
_ipc_mqueue_add,,
_bank_task_destroy,,
_open_extended,,
_ipsec_detached,,
_ipsec_init_policy,,
_icmp6_redirect_output,,
_proc_pidpathinfo_internal,,
_fasttrap_pid_cleanup_cb,,
_fg_removeuipc,,
_sd_callback3,,
_gif_output,,
__audit_malloc,,
OSKext::unload(void),,
_mac_vnop_getxattr,,
_ipc_importance_task_delayed_drop_scan,,
_ipc_object_alloc,,
_ipc_space_clean,,
_vm_map_delete,,
_devfs_remove,,
_nfs_connect,,
_nfssvc_export,,
"IODTNVRAM::updateOWBootArgs(OSSymbol const*,OSObject *)",,
IOPMrootDomain::construct(void),,
_ipc_kmsg_copyout_header,,
_thread_stack_daemon,,
IORangeAllocator::allocElement(unsigned int),,
_waitq_lock_by_prepost_id,,
_pmap_destroy,,
_IOHibernateSystemRestart,,
IOGeneralMemoryDescriptor::withPersistentMemoryDescriptor(IOGeneralMemoryDescriptor*),,
"internal_io_service_add_interest_notification(OSObject *,char *,ipc_port *,void *,unsigned long,bool,OSObject **)",,
_ipc_mqueue_send,,
_timer_sysctl_set_threshold,,
_kperf_kcallstack_sample,,
_auditctl,,
_ipc_port_spnotify,,
_thread_affinity_terminate,,
_ast_check,,
_thread_release,,
__Xhost_reboot,,
__Xmach_vm_wire_external,,
__Xregion_info,,
__Xmapped_pages_info,,
__Xregion_info_64,,
_vm_page_diagnose_estimate,,
_kpc_unregister_cpu,,
_disk_conditioner_unmount,,
_fq_codel_scheduler_init,,
_audit_session_self,,
_uthread_cleanup_name,,
_ptmx_init,,
_bsd_setthreadname,,
IOUserClient::free(void),,
IODataQueue::free(void),,
_mac_vnode_label_copy,,
_ipc_kmsg_send,,
_mptcp_subflow_soreceive,,
_ipc_host_init,,
_kevent_qos_internal_bind,,
_mac_devfs_label_destroy,,
_thread_has_qos_policy,,
_set_debug_state32,,
_ipsec6_output_tunnel_internal,,
_thread_affinity_exec,,
_swapfile_pager_create,,
_dtrace_ptss_fork,,
_systrace_entry_setargdesc,,
IOService::addPowerChild1(IOPMRequest *),,
_ipc_space_terminate,,
_pal_serial_putc,,
_sendmsg_nocancel,,
_sched_init,,
_apple_protect_pager_create,,
_pmap_expand_pdpt,,
_kqueue_dealloc,,
_msgsnd_nocancel,,
_thread_policy_set_internal,,
_waitq_clear_prepost_locked,,
_vm_page_lookup,,
__os_log_with_args_internal,,
IOWorkLoop::free(void),,
_thread_depress_abort_internal,,
_cyclic_add_omni,,
_vnode_rele_internal,,
_route_event_callback,,
_coalition_get_pid_list,,
_thread_get_ipc_override,,
__Xvm_allocate_cpm,,
_nfs_buf_drop,,
"IOPlatformExpert::registerInterruptController(OSSymbol *,IOInterruptController *)",,
_ipc_port_copy_send,,
_lck_spin_sleep_deadline,,
_processor_start,,
_kern_work_interval_destroy,,
_bank_swap_thread_bank_ledger,,
_ifnet_list_get_common,,
_processor_idle,,
__Xvm_wire,,
__Xmach_port_mod_refs,,
_kernel_trap,,
_audit_canon_path,,
_mincore,,
"IOService::setNotification(OSSymbol const*,OSDictionary *,bool (*)(void *,void *,IOService*,IONotifier *),void *,void *,int)",,
_nfs_asyncio_resend,,
_knote_fdclose,,
IOService::registerInterestedDriver(IOService*),,
_ipc_importance_task_drop_internal_assertion,,
_task_suspend,,
_spinlock_timeout_NMI,,
_dev_finddir,,
_utun_ctl_setopt,,
_in_lltable_destroy_lle,,
_mptcp_disconnect,,
_in6_lltable_destroy_lle,,
_in6_selectsrc,,
_ipc_mqueue_override_send,,
_stack_fake_zone_info,,
_waitq_select_thread_cb,,
_getfsstat_callback,,
IOService::notifyControllingDriverDone(void),,
_UNDAlertCompletedWithResult_rpc,,
_init_task_ledgers,,
_getattrlist,,
_mac_vnode_check_signature,,
_ipc_object_rename,,
_vm_map_clip_unnest,,
_upl_abort_range,,
_dtrace_proc_exec_notification,,
_async_work_continue,,
_ttwwakeup,,
_coalition_get_sort_list,,
_sched_multiq_quantum_expire,,
_vnode_open,,
_process_namespace_fsctl,,
_arp_llinfo_refresh,,
"IOService::quiescePowerTree(void *,void (*)(void *,void *),void *)",,
_os_reason_alloc_buffer_internal,,
_ipc_object_copyout_dest,,
_backtrace_thread_user,,
_vm_object_purge,,
_sprunlock,,
_ipc_kmsg_clear_prealloc,,
_socket_common,,
__Xio_registry_entry_get_name,,
_buf_getblk,,
_ifnet_allocate_extended,,
_in6_update_ifa,,
_filt_userprocess,,
_ctl_ctloutput,,
__Xmach_port_allocate_full,,
__Xregion,,
_filt_kqprocess,,
_ipc_importance_send,,
__Xkmod_control,,
__Xmach_vm_remap_external,,
_ktrace_init,,
IOMemoryDescriptor::free(void),,
_mac_vnode_label_alloc,,
_cpu_signal_handler,,
_read_nocancel,,
_ipc_pset_destroy,,
_mach_port_set_attributes,,
_zdestroy,,
_vm_map_store_entry_unlink,,
_proc_iterate,,
_hibernate_write_image,,
_mach_port_allocate_full,,
_pmReSyncDeadlines,,
"IORegistryEntry::dealiasPath(char const**,IORegistryPlane const*)",,
_ipc_importance_get_value,,
_thread_run_queue_remove_for_handoff,,
_waitq_alloc_prepost_reservation,,
IORegistryEntry::free(void),,
_filt_machportdetach,,
_ipc_thread_disable,,
_uread,,
_mptcp_pcblist,,
_knote,,
_sysctl_sched_stats,,
IOConditionLock::setCondition(int),,
_sched_dualq_processor_queue_remove,,
_necp_set_socket_attributes,,
IODMACommand::free(void),,
_vm_compressor_pager_put,,
_tcp_respond,,
_ipc_object_copyin,,
_iokit_switch_object_port,,
_nfs_mountroot,,
_in6_event_callback,,
_space_deallocate,,
_space_inspect_deallocate,,
_lla_rt_output,,
_killpg1_callback,,
_mac_vnop_setxattr,,
_ipc_space_release,,
_ivac_dealloc,,
_kqworkloop_update_override,,
_vm_fault_copy_dst_cleanup,,
_io_reprioritize_thread,,
_audit_arg_data,,
_uthread_zone_free,,
_ntp_gettime,,
"IOMemoryDescriptor::makeMapping(IOMemoryDescriptor*,task *,unsigned long long,unsigned int,unsigned long long,unsigned long long)",,
_vm_page_remove,,
_bond_ioctl,,
_lck_spin_sleep,,
__Xkmod_create,,
_vector_upl_deallocate,,
_nfs_mount_connect_thread,,
_fp_guard_exception,,
IOPMPowerSource::powerSource(void),,
IOEventSource::free(void),,
_mac_audit_check_postselect,,
_ipc_mqueue_post,,
_user_data_release_value,,
_vm_pageout_iothread_external_continue,,
_dtrace_ptss_free_page,,
_in_pcbbind,,
_vm_pressure_select_optimal_candidate_to_notify,,
_kpc_register_cpu,,
_inp_update_necp_want_app_policy,,
_sysctl_procargsx,,
_eventhandler_prune_list,,
_OSKextGetAllocationSiteForCaller,,
_thread_terminate_self,,
_getattrlistat,,
_write_nocancel,,
OSDictionary::copyCollection(OSDictionary*),,
_vfs_context_rele,,
_ipc_thread_init,,
_kfree,,
_in6_finalize_cksum,,
_ptcwakeup,,
_open_dprotected_np,,
_logread,,
"IOService::registerPowerDriver(IOService*,IOPMPowerState *,unsigned long)",,
IODTNVRAM::initNVRAMImage(void),,
_waitq_link,,
_mach_make_memory_entry_64,,
_cpu_thread_halt,,
_sysctl_vfs_vfslist,,
_utun_start,,
_aio_entry_unref,,
_proc_dirtycontrol,,
_nfs_vfs_sysctl,,
_mountnfs,,
_ip6_forward,,
_do_aio_completion,,
_host_statistics64,,
_lck_mtx_unlockspin_wakeup,,
_vnode_umount_preflight,,
_bridge_iff_input,,
_ifnet_llreach_reachable_delta,,
_pipe,,
IOSyncer::free(void),,
_stack_alloc_try,,
_nd6_rtrequest,,
_wr_uio,,
_ipc_port_destroy,,
_waitq_wakeup64_thread_locked,,
_kcdata_get_memory_addr_with_flavor,,
_ipc_execute_voucher_recipe_command,,
_mach_port_get_srights,,
_thread_copy_resource_info,,
_in6ifa_getlifetime,,
_posix_spawn,,
_pmap_unlock_phys_page,,
_ip_cksum_hdr_dir,,
OSMetaClass::preModLoad(char const*),,
_waitq_prepost_release_reserve,,
_bank_release_value,,
_soclose_locked,,
_intf_event_callback,,
_mptcp_data_ack_rcvd,,
__Xmachine_attribute,,
_fpu_get_fxstate,,
_kauth_init,,
_mtrr_update_all_cpus,,
_vm_object_upl_request,,
_tcp_input,,
_oslog_streamopen,,
"IOUserClient::copyClientEntitlement(task *,char const*)",,
_ipc_importance_receive,,
_ipc_port_release_receive,,
_waitq_assert_wait64_locked,,
_mach_voucher_extract_attr_recipe,,
_convert_port_to_thread,,
_thread_depress_expire,,
_krb5_crypt_mbuf,,
_proc_free_realitimer,,
_ipc_right_lookup_write,,
_host_notify_port_destroy,,
__Xdeallocate,,
_fstatfs,,
_ifnet_touch_lastchange,,
_ipsec_ctl_setopt,,
_csw_check,,
IOService::driverInformPowerChange(void),,
_ipc_replace_voucher_value,,
_lck_mtx_unlock_wakeup_x86,,
_vnode_create_internal,,
_KUNCGetNotificationID,,
_ipc_port_importance_delta,,
_kmem_suballoc,,
_mount_lock_destroy,,
_mp_cpus_call1,,
_vnode_pageout,,
__Xprotect,,
_sync_internal,,
_bpf_tap_mbuf,,
_build_signal_reason,,
_nullfs_uninit,,
IOPlatformExpert::PMInstantiatePowerDomains(void),,
_mach_voucher_extract_attr_content,,
IOService::handleAcknowledgePowerChange(IOPMRequest *),,
__Xinherit,,
_bridge_ioctl_rts64,,
